instance	true	probability
43058677113	0	-1.42
43040009061	0	-1.0
43046939269	0	-1.12
43045100020	0	-1.3
43045171488	1	-0.18
43041679808	0	-2.0
43041497064	0	-1.72
43064137182	1	-0.2
43068573085	0	-1.7
43050342056	0	-1.96
43053415600	0	-1.1
43076253596	0	-0.92
43042010201	0	-1.32
43059208889	1	-0.46
43079751372	0	-1.44
43059350060	0	-1.62
43049244352	0	-1.5
43071254233	0	-1.06
43047743204	0	-1.32
43056132334	0	-1.38
43087523087	0	-1.58
43057513102	0	-1.12
43080040922	0	-1.42
43066194601	0	-1.2
43079659815	0	-1.3
43079190902	0	-1.26
43052612376	0	-1.32
43044310443	0	-1.44
43074519565	0	-1.82
43080889623	1	-0.96
43051802440	0	-1.44
43049178092	0	-1.46
43057992701	0	-1.5
43052922485	0	-2.22
43069266998	0	-1.64
43054848849	0	-1.04
43058843858	0	-1.6
43078281791	0	-1.22
43047108958	0	-1.3
43054686958	0	-1.62
43044882941	1	-2.22
43042664951	0	-1.7
43062069936	0	-1.7
43044957995	0	-1.56
43049294648	0	-1.18
43084887894	0	-1.4
43077380329	0	-1.52
43046682281	0	-1.36
43066744523	0	-1.42
43046196811	0	-1.3
43042060523	1	-1.16
43044648327	0	-1.26
43041972394	0	-1.88
43042558736	0	-1.34
43046915493	0	-1.12
43079479302	0	-1.36
43049863037	0	-1.74
43059798822	0	-1.9
43067292142	0	-1.3
43062162757	0	-1.04
43051605639	0	-1.58
43075665833	0	-1.6
43043076449	0	-1.08
43080266181	0	-1.84
43047196696	0	-1.0
43069028146	0	-1.32
43060269571	0	-1.48
43052318304	0	-1.64
43067936288	0	-1.76
43065924555	0	-1.66
43070158028	0	-1.42
43087615714	0	-1.3
43054618892	0	-1.38
43045556081	0	-1.66
43063673719	0	-1.8
43065879430	1	-1.76
43054465087	1	-1.72
43062714423	0	-1.1
43084311751	0	-2.52
43063684898	0	-1.5
43087505089	0	-1.46
43061368945	0	-1.5
43086981793	0	-1.22
43051314023	0	-1.36
43042477531	0	-1.44
43078923440	0	-1.58
43081452586	0	-1.38
43043179654	0	-1.5
43055880419	0	-1.58
43068342285	0	-1.72
43083677844	0	-1.6
43077456258	0	-1.5
43080277193	0	-1.42
43064032518	0	-1.2
43079261453	0	-1.82
43087133807	0	-1.44
43040340469	0	-1.3
43061388626	1	-1.42
43082903845	1	-1.42
43048112904	0	-1.4
43068191018	0	-1.64
43062066091	1	-1.1
43070790759	0	-1.6
43086821993	0	-2.18
43057084798	0	-1.38
43048430228	0	-1.22
43054609915	0	-1.42
43041777145	0	-1.5
43059406263	0	-1.44
43056595361	0	-1.24
43081835818	0	-1.6
43065743440	0	-1.82
43075271537	0	-1.54
43063852550	0	-1.38
43057368993	0	-1.62
43078792931	0	-1.64
43064101506	0	-1.52
43077091382	0	-1.4
43075554335	0	-1.3
43058518769	0	-1.48
43042876500	0	-1.28
43053693382	0	-1.7
43065534439	0	-1.26
43067238573	0	-1.36
43056731487	0	-1.78
43064816785	0	-1.3
43072052519	0	-1.04
43079813433	0	-1.68
43050430479	0	-1.38
43065927846	0	-2.02
43057437360	0	-1.42
43066142512	0	-1.2
43057024605	0	-1.38
43042093181	0	-2.08
43066257440	0	-1.76
43076200935	0	-1.3
43061613065	0	-1.28
43068395870	0	-1.6
43054859943	0	-1.44
43059059865	1	-1.42
43056996416	0	-1.34
43067562937	0	-1.48
43066259073	0	-1.68
43046643572	0	-1.36
43076736406	0	-2.0
43075079668	0	-1.08
43074110207	0	-1.5
43060043992	0	-1.34
43087563225	0	-1.08
43053378625	0	-0.88
43063632687	0	-1.62
43055305277	0	-1.06
43049935041	0	-2.24
43048378319	0	-2.24
43054906515	0	-1.64
43044613774	0	-0.94
43056009181	0	-1.32
43087256427	0	-1.84
43059140391	0	-1.76
43084481112	0	-1.54
43066348440	0	-1.7
43063700277	0	-1.44
43064396757	0	-1.4
43071276074	0	-1.72
43053835141	0	-1.42
43053298842	0	-1.34
43061677731	0	-1.16
43068041710	0	-1.28
43056236312	0	-1.46
43086130288	0	-1.64
43067310373	0	-1.34
43082105161	0	-1.32
43059100178	0	-1.26
43085826839	0	-1.5
43076651663	0	-1.38
43041665349	0	-1.5
43068216642	0	-1.86
43086501397	0	-1.32
43061311956	0	-1.5
43050762203	0	-1.22
43075631490	0	-2.76
43084685322	0	-1.72
43045074354	0	-1.12
43086365384	0	-1.9
43084578994	0	-1.72
43077302775	0	-1.08
43084119406	0	-1.76
43043162015	0	-2.14
43056503213	0	-1.76
43045329375	1	-1.02
43050003980	1	-1.18
43078861181	0	-1.74
43052416808	1	-0.32
43066871983	0	-1.56
43073743508	0	-1.5
43077716846	0	-1.42
43081183541	0	-1.22
43062177292	0	-1.4
43074426700	1	-1.38
43071240864	0	-1.56
43083194033	0	-1.52
43072838820	1	-1.28
43049137786	0	-1.56
43082331368	0	-1.8
43070330864	0	-1.34
43071592488	0	-1.46
43063741947	0	-1.42
43054997362	0	-1.68
43057376322	0	-1.52
43053243175	0	-1.54
43087087457	0	-1.5
43069729912	0	-1.4
43047108996	0	-1.36
43076294086	0	-1.22
43069404396	0	-1.62
43051565200	0	-0.94
43050518653	0	-1.32
43084053627	0	-1.22
43066903295	0	-1.26
43041679218	0	-1.26
43051561818	0	-1.16
43069209203	0	-1.8
43056152132	0	-1.26
43048389550	0	-2.42
43085057501	0	-1.14
43058893175	0	-1.16
43050794137	0	-1.64
43065189958	0	-1.36
43078963348	0	-1.16
43041308732	0	-1.52
43066308449	0	-1.58
43073925999	0	-1.46
43080702034	0	-1.0
43085482473	0	-1.18
43057582360	0	-1.4
43063215188	0	-1.4
43042833946	1	-1.08
43069829147	0	-1.74
43055343336	0	-1.3
43087373731	0	-1.92
43063610338	1	0.1
43048943817	0	-1.1
43050266865	0	-1.74
43056832014	0	-1.34
43082216712	0	-1.52
43079021238	0	-1.28
43076850054	0	-1.54
43050435156	0	-1.28
43048210436	0	-1.58
43074441443	0	-1.52
43087576971	0	-1.6
43084086407	0	-1.62
43051789312	0	-1.34
43050958651	0	-1.3
43047694065	0	-1.28
43049619297	0	-1.76
43078077369	0	-1.4
43055544301	0	-1.92
43069290953	0	-1.48
43062899809	0	-1.32
43049466886	0	-1.52
43042555503	0	-1.2
43048105741	0	-1.16
43072750526	0	-1.28
43073158925	0	-1.4
43080190744	0	-1.02
43058690772	0	-1.74
43087126867	0	-1.36
43076994878	0	-1.38
43070903418	0	-1.44
43049734623	0	-1.04
43084087822	0	-1.22
43042501849	0	-1.64
43065664868	0	-2.02
43047146911	0	-1.38
43081978214	0	-1.26
43086128819	0	-1.74
43086423791	0	-1.18
43058240513	0	-1.94
43041488669	0	-1.2
43055382792	0	-1.28
43085046039	0	-1.28
43064737794	0	-1.6
43084841161	0	-1.82
43085835131	0	-2.02
43079185783	0	-1.2
43062978066	0	-1.34
43060799274	0	-1.62
43087513604	0	-1.76
43044146941	0	-1.88
43056877239	0	-1.28
43085952660	0	-1.62
43041887859	1	-1.46
43057359679	0	-1.3
43040932505	0	-1.4
43075150891	0	-1.42
43082439968	0	-1.52
43043306448	0	-1.46
43058455766	0	-1.52
43041163912	0	-1.18
43044172028	0	-1.56
43061019699	0	-1.26
43051481442	0	-1.66
43070567868	0	-1.4
43056315927	0	-1.3
43042699863	0	-1.64
43044459791	0	-1.34
43049571175	0	-1.36
43062472537	0	-1.24
43058610887	0	-1.18
43043971328	0	-1.34
43078468854	0	-1.22
43085444220	0	-1.36
43049050987	0	-0.84
43040866486	0	-1.56
43040028870	0	-1.54
43066532042	0	-1.46
43044067999	0	-1.46
43060124551	0	-1.54
43056399512	0	-1.8
43072743493	0	-2.22
43046951596	0	-1.68
43081367176	0	-1.48
43054149618	0	-1.2
43078653977	0	-1.3
43066823756	0	-1.44
43040857383	0	-1.56
43073254826	0	-1.36
43045778915	0	-1.84
43044486624	0	-1.64
43080982731	0	-1.54
43061176931	0	-1.38
43069797836	0	-1.04
43076853913	0	-1.84
43041266990	0	-1.42
43087304717	0	-1.74
43078605688	0	-1.6
43084874338	0	-1.28
43057325964	0	-1.5
43060751475	0	-1.32
43075392160	0	-1.46
43041562398	0	-1.48
43053441481	0	-1.14
43078124656	0	-1.36
43064728244	0	-1.34
43067742349	0	-1.84
43075220070	0	-2.1
43071429817	0	-1.38
43065239993	0	-1.04
43087668371	0	-1.18
43069995453	0	-1.4
43068975112	0	-1.98
43075061234	0	-1.42
43082486701	0	-1.66
43056718002	0	-1.32
43041032755	0	-1.22
43081768615	0	-1.2
43084315454	0	-1.36
43045793926	0	-1.44
43053864600	0	-1.28
43055196971	0	-1.58
43047964013	0	-1.44
43063806091	0	-1.54
43071694236	0	-1.3
43074888891	0	-1.3
43073640078	0	-1.8
43078431672	0	-1.54
43063915504	0	-1.58
43043493329	0	-1.86
43065458469	0	-1.4
43081797465	0	-1.72
43085218378	0	-1.1
43063544113	0	-1.36
43069773288	0	-1.7
43055799746	0	-1.12
43060854851	0	-1.6
43060485821	0	-1.74
43055379846	0	-1.54
43042458562	0	-1.32
43059779216	0	-1.58
43040574794	0	-1.68
43075607716	0	-1.32
43060109281	0	-1.5
43066603972	0	-1.56
43081651971	0	-1.74
43082662071	0	-1.4
43087140932	0	-1.58
43044471224	0	-1.04
43048058631	0	-0.98
43056711037	0	-2.1
43075796145	0	-1.34
43052660542	0	-1.54
43071512455	0	-1.3
43051286267	0	-1.42
43068949485	0	-1.4
43063540080	0	-1.56
43055152462	0	-1.62
43058355974	0	-1.34
43066496693	0	-1.86
43060861880	0	-1.4
43072470580	0	-2.04
43067661361	0	-1.12
43047912199	0	-1.7
43050091288	0	-1.16
43054692856	0	-1.3
43079951328	0	-1.6
43043964324	0	-1.1
43044326485	0	-1.56
43067142194	0	-1.3
43083389923	0	-1.28
43040649670	0	-1.9
43072727507	0	-1.42
43073737515	0	-1.26
43074444160	0	-1.5
43079971848	0	-1.22
43058594499	0	-1.54
43046101890	0	-1.1
43058261152	0	-1.6
43066346522	0	-1.38
43083527866	0	-1.48
43039979137	0	-1.46
43071529260	0	-1.76
43059589691	0	-1.56
43073883665	0	-1.28
43068726832	0	-1.26
43080380466	0	-1.9
43054750148	0	-1.24
43078453874	1	-2.06
43041618190	0	-0.98
43078074878	0	-1.48
43048990024	0	-0.92
43041683778	0	-1.36
43071459608	0	-1.4
43063794348	0	-1.92
43055022829	0	-0.84
43073237460	0	-1.6
43079029776	0	-1.52
43080395190	0	-1.42
43057251319	0	-1.48
43047115526	0	-1.38
43075194558	0	-1.24
43061713567	0	-1.5
43084574863	1	-1.02
43084625401	0	-1.02
43042427688	0	-1.2
43085668159	1	-1.5
43042271673	0	-1.18
43041465606	0	-1.12
43041622200	0	-1.6
43041670279	0	-1.18
43062238993	0	-2.02
43082302081	0	-1.16
43081309500	0	-1.68
43048209278	0	-1.32
43052376306	0	-1.44
43041435419	0	-2.08
43087649655	0	-1.52
43062220973	0	-1.56
43085418918	0	-1.52
43043336668	0	-1.04
43058110790	0	-1.38
43051457649	0	-1.62
43075022777	1	-0.88
43079278746	0	-1.28
43043120470	0	-1.42
43075280170	0	-1.4
43081431183	0	-1.22
43057849627	0	-1.44
43068154100	0	-1.18
43056765328	0	-1.86
43056325409	1	-1.66
43065852226	0	-1.32
43048281659	0	-1.6
43058592741	0	-1.54
43060790447	0	-1.48
43040923936	0	-1.72
43075743763	0	-1.68
43046612455	0	-1.48
43045708079	0	-1.2
43080031095	0	-1.58
43046392864	1	-1.24
43044201772	0	-1.74
43071580173	0	-1.46
43051785798	0	-1.16
43063909727	0	-2.08
43080248865	0	-1.46
43056669205	0	-1.5
43054038898	0	-1.92
43049907489	0	-1.48
43049304429	0	-1.48
43068676909	0	-1.38
43052057684	0	-1.38
43069130241	0	-1.5
43049469435	0	-1.34
43059826005	0	-1.26
43054861195	0	-1.66
43087539152	0	-1.26
43086592992	0	-1.42
43051966251	0	-1.4
43086840773	0	-1.56
43068762169	0	-1.2
43071308686	0	-2.12
43056966167	0	-1.4
43082100111	0	-1.36
43042571636	0	-1.58
43045668206	0	-1.48
43076056303	0	-1.3
43081414835	0	-2.08
43081543642	1	-1.46
43083775483	1	-1.64
43063213308	0	-1.58
43061873292	0	-1.54
43049726031	0	-1.7
43069735320	1	0.24
43067084044	1	-1.54
43044335860	0	-1.3
43073413638	0	-1.72
43065530581	0	-0.84
43042487923	0	-1.8
43058544057	0	-1.22
43051999523	0	-1.2
43058089868	0	-1.44
43061013855	0	-1.62
43060367546	0	-1.38
43069806453	0	-1.3
43049415969	0	-1.5
43042726681	0	-1.28
43056339191	0	-1.66
43045139790	0	-1.36
43059334519	0	-0.9
43047610531	0	-1.46
43055697414	0	-1.06
43054364086	0	-1.14
43081857998	0	-1.56
43087204574	1	-1.22
43087130316	0	-1.5
43046511806	0	-2.46
43062658294	0	-1.26
43042434621	0	-1.46
43070389664	0	-1.18
43049205913	0	-1.16
43050776787	0	-1.36
43085229307	0	-1.5
43056991569	0	-1.82
43043479582	0	-2.22
43077951175	0	-1.46
43048167200	0	-1.7
43058919959	0	-1.34
43083979208	0	-1.58
43040104702	0	-1.22
43083671616	0	-1.4
43042695539	0	-1.44
43047464384	0	-1.36
43061129461	0	-1.2
43081425612	0	-1.24
43063316952	0	-1.36
43048854463	1	-1.18
43081883828	0	-1.76
43048718450	0	-2.3
43051974156	0	-1.24
43050123414	0	-2.0
43063840486	0	-1.08
43058353708	0	-1.28
43075308346	0	-1.6
43068455977	1	-0.62
43051906972	0	-1.38
43074631553	0	-1.24
43042917501	0	-1.2
43068504430	0	-1.32
43041905461	0	-1.46
43078884702	0	-1.28
43071936477	0	-1.2
43058950458	0	-1.28
43039743173	0	-1.68
43046534252	0	-1.22
43084794261	0	-1.16
43057817358	0	-1.7
43056011327	0	-2.46
43046004960	0	-1.04
43063606087	0	-1.42
43074362089	0	-1.22
43071364853	0	-1.14
43060612127	0	-1.64
43072211958	0	-1.24
43079713773	0	-1.42
43086932781	0	-1.32
43075149139	0	-1.6
43054996937	0	-1.46
43054790729	0	-1.56
43053774076	1	-0.18
43073534560	0	-1.22
43079804745	0	-1.2
43050392357	0	-1.52
43041811364	0	-1.56
43079974241	0	-1.32
43064383179	0	-1.88
43051842814	0	-1.74
43065245470	0	-1.86
43042250911	0	-1.48
43083654950	0	-1.24
43053293937	0	-1.68
43077565734	0	-1.42
43044425662	0	-2.18
43084256367	0	-1.4
43081670203	0	-1.52
43085237610	0	-1.58
43049866542	0	-1.9
43079287169	0	-0.94
43056097783	0	-1.5
43060668298	0	-1.6
43041330752	0	-1.98
43049638948	0	-1.32
43074793678	0	-2.0
43061436366	0	-1.28
43083449588	0	-0.8
43047359370	0	-1.36
43053124980	0	-1.32
43046373245	0	-1.22
43056199629	0	-1.08
43076029071	0	-1.22
43047213438	1	-0.34
43072480068	0	-1.62
43076606312	0	-1.3
43065566940	0	-1.82
43086590084	0	-1.8
43051697810	0	-1.52
43045012714	0	-1.56
43050509320	0	-1.36
43054695544	0	-1.38
43050833266	0	-1.56
43074018247	0	-1.2
43060617718	0	-1.08
43080374030	0	-1.28
43074131538	0	-1.22
43054969849	0	-1.74
43072025654	0	-1.14
43041163819	0	-1.46
43073404328	0	-1.36
43063158273	0	-1.22
43059206905	0	-1.38
43075655607	0	-1.36
43078483243	0	-2.14
43087354163	0	-1.48
43073773693	1	-1.32
43072567410	0	-1.4
43075886188	0	-1.2
43086586971	0	-1.04
43069860892	0	-1.48
43040173304	0	-1.2
43061918950	0	-1.26
43042149855	0	-1.24
43069175766	0	-1.82
43043200198	0	-1.28
43054142506	0	-1.28
43047729778	0	-1.12
43072304850	1	-0.5
43052477981	1	-0.44
43078048783	1	-0.2
43052845949	0	-1.24
43072171137	0	-1.14
43080814913	0	-1.12
43057529271	0	-1.56
43050053974	0	-1.44
43070983555	0	-0.94
43048705708	0	-1.22
43070673364	0	-1.16
43062481260	0	-1.78
43049046945	0	-2.04
43073478904	0	-1.46
43045430969	0	-1.8
43053190920	0	-2.06
43049958395	0	-1.82
43041460831	0	-1.34
43043071357	0	-1.18
43068131258	0	-1.52
43076599921	1	-1.52
43168718572	0	-2.08
43153004580	0	-1.06
43166233513	0	-1.92
43151334619	0	-1.24
43140732140	0	-1.32
43132642950	0	-1.64
43152668205	0	-2.06
43135473743	0	-1.6
43164767952	0	-1.8
43148818252	0	-1.86
43155017465	0	-1.38
43171282610	0	-1.42
43159906522	0	-1.38
43142301631	0	-1.1
43140950575	0	-1.8
43171747800	0	-1.84
43166013681	0	-2.18
43142985311	0	-2.08
43143607272	0	-1.9
43160828173	0	-1.72
43165469069	0	-2.08
43171147841	0	-2.18
43151961831	0	-1.88
43142273345	0	-1.8
43160321489	0	-1.76
43148476869	0	-1.82
43142738932	0	-2.06
43170412871	0	-2.42
43132276629	0	-1.5
43174831830	1	-0.3
43169258128	0	-1.72
43174574275	0	-1.76
43162997399	0	-1.52
43146649597	0	-0.86
43146213863	1	-1.2
43175258613	0	-1.4
43142856294	0	-1.24
43158203034	0	-1.58
43166568657	0	-2.44
43157955723	0	-1.16
43147339624	0	-1.82
43158016181	0	-1.4
43146468183	0	-1.84
43149198512	0	-1.38
43155597850	0	-2.12
43163735784	0	-1.12
43144480139	0	-1.14
43164983377	0	-2.34
43168207125	0	-1.56
43153766304	0	-1.42
43136387884	0	-1.78
43133829574	0	-1.68
43137993386	0	-0.5
43171452642	0	-1.62
43163546214	1	-0.52
43175316189	0	-1.48
43164362319	0	-1.28
43165262637	0	-2.08
43162369534	0	-2.42
43135210834	0	-1.52
43169873899	0	-1.44
43162889937	0	-1.36
43136890531	0	-1.74
43160163283	0	-1.48
43171678919	0	-1.76
43139176384	0	-1.52
43149679151	0	-1.88
43158778150	0	-1.32
43132308450	0	-1.76
43159174880	0	-2.06
43171912296	0	-1.8
43143592290	0	-1.76
43137419180	0	-1.86
43168401209	0	-1.52
43162556052	0	-1.52
43162159095	0	-2.32
43145066919	0	-1.7
43165198160	0	-1.78
43143300448	0	-0.7
43151642634	1	-0.78
43134094168	1	0.16
43148119858	0	-0.88
43148644356	0	-2.06
43147332800	0	-2.1
43170663651	0	-1.1
43139430736	0	-1.46
43165952227	0	-1.26
43140355873	0	-1.74
43164637838	0	-1.64
43146568888	0	-1.34
43132685427	0	-1.7
43154911351	0	-0.6
43138143367	0	-2.36
43157683958	0	-1.48
43145988667	0	-1.32
43142210288	0	-1.22
43147707896	1	-0.02
43144776110	0	-1.44
43155214486	0	-1.24
43150299987	0	-1.38
43149215477	1	-1.7
43174849182	0	-1.44
43158897513	0	-1.86
43163080780	0	-1.28
43164902535	0	-1.48
43147184961	0	-1.72
43153683454	0	-1.66
43163954967	0	-1.78
43164573700	0	-1.54
43145505001	0	-1.46
43149855080	0	-1.62
43144236601	0	-1.74
43141411287	0	-1.52
43166821372	0	-1.74
43144953046	0	-1.32
43140743365	0	-1.44
43146470325	0	-1.78
43154306552	0	-1.76
43146028782	0	-1.76
43144254200	0	-1.76
43142810163	0	-1.52
43150398534	0	-1.9
43158973861	0	-1.58
43142321696	0	-1.38
43168301910	0	-1.58
43158491212	1	-1.34
43131863159	0	-1.64
43164975308	0	-1.72
43171258174	1	-1.58
43143136404	0	-1.64
43152189628	0	-1.68
43149170355	0	-1.28
43148818622	0	-1.54
43168453965	0	-2.24
43148782417	0	-2.0
43162600675	0	-1.58
43132956486	0	-1.42
43132125352	0	-1.7
43161462664	0	-1.32
43152909073	0	-1.76
43172335844	0	-1.8
43173724627	0	-1.56
43148915621	0	-1.66
43148031977	0	-2.1
43174766210	0	-1.48
43146948778	0	-1.64
43132445549	1	-1.3
43135999432	1	-1.34
43134200283	0	-1.42
43157104899	0	-1.62
43153789834	0	-1.76
43169906453	0	-1.64
43171773002	0	-1.16
43145379171	0	-1.26
43132141976	1	-1.36
43161415084	0	-1.62
43150543880	0	-1.22
43157124044	0	-1.36
43141541557	0	-1.34
43172424077	0	-1.3
43156858370	0	-1.24
43133613623	0	-1.08
43143655235	0	-1.34
43158592326	0	-1.38
43147523827	0	-1.6
43142044522	0	-1.8
43164229888	0	-2.18
43145526853	0	-1.82
43153483767	0	-1.74
43132220256	0	-1.1
43155726645	0	-1.72
43137253869	0	-1.42
43158851909	0	-1.82
43154838559	0	-1.18
43136838533	0	-1.54
43161803891	0	-1.1
43136472444	0	-1.56
43166959521	0	-1.54
43151581248	0	-2.52
43162526727	0	-1.46
43153684542	0	-1.54
43151392911	0	0.14
43132605323	0	-1.28
43168261808	0	-1.48
43165464289	1	-0.8
43163101104	0	-1.16
43133570647	1	-0.36
43133511473	0	-0.82
43160513765	0	-1.56
43170891860	0	-2.24
43172036510	1	-1.4
43135258496	0	-1.36
43166816911	0	-1.72
43163393469	0	-1.62
43145655165	1	-0.46
43155244041	0	-1.46
43134202695	0	-1.7
43131782723	0	-1.84
43149993160	0	-1.92
43138262378	0	-1.6
43136309624	0	-1.34
43159951745	0	-1.82
43156086303	0	-1.7
43161710067	0	-1.56
43155020287	0	-2.14
43146401018	0	-1.72
43173061241	0	-1.66
43135247237	0	-1.66
43134194255	0	-1.66
43135159351	0	-1.66
43159990936	0	-1.64
43135646280	0	-1.7
43169662235	0	-1.6
43133731969	0	-1.54
43133818356	0	-1.3
43166937838	0	-1.96
43132528775	1	-1.06
43141960406	0	-1.62
43142853744	0	-1.68
43164124041	0	-1.72
43152041816	1	-0.34
43145149332	1	-1.44
43146677087	1	-0.48
43162678876	1	-0.56
43132737813	0	-1.94
43174628789	0	-1.06
43172148538	0	-1.12
43174110542	0	-1.0
43167094900	0	-1.84
43163939510	0	-1.56
43161259981	0	-2.02
43163089983	0	-1.66
43142830074	0	-1.52
43168883541	0	-1.4
43156491831	0	-1.46
43160924052	0	-1.72
43164350306	0	-2.82
43174796687	0	-1.66
43138410286	0	-1.26
43173008077	0	-1.28
43167032803	0	-1.66
43167331693	0	-1.6
43132851903	0	-2.0
43152237893	0	-1.52
43153512933	0	-1.92
43135246475	0	-1.68
43161738815	0	-1.68
43148587110	0	-1.72
43146291051	0	-1.72
43144735544	0	-1.72
43163304363	0	-3.34
43174335831	0	-1.2
43145188426	0	-1.56
43174006145	0	-1.4
43153920411	0	-1.96
43154213188	0	-1.54
43142846366	0	-1.28
43160019088	0	-1.82
43164884184	0	-1.1
43154188481	0	-1.6
43171331260	0	-1.42
43158089527	1	-1.34
43171371987	0	-1.38
43138170487	0	-2.6
43135497080	0	-1.8
43152547009	0	-1.22
43163693779	0	-1.3
43170907002	0	-1.8
43161636820	0	-1.98
43132980977	0	-2.26
43142524181	0	-3.14
43150327192	0	-1.46
43169415555	0	-1.78
43131613833	0	-1.48
43158662492	0	-2.76
43164002607	0	-1.46
43133759058	0	-1.48
43133791009	0	-1.48
43147377179	0	-1.7
43160613293	0	-1.96
43159708315	0	-1.74
43167832330	0	-1.84
43162285452	0	-1.38
43135142569	0	-1.82
43143589910	0	-1.48
43142555303	0	-1.28
43165968867	0	-0.96
43135979570	0	-0.9
43149084392	1	-1.64
43175349571	0	-1.94
43136572320	0	-2.32
43140963470	0	-1.38
43138304561	0	-2.24
43166555119	0	-1.54
43136543669	0	-1.86
43147822461	0	-1.58
43145680122	1	-0.4
43134862537	0	-1.66
43151755718	0	-0.9
43172000385	0	-1.14
43147985388	0	-1.32
43169070238	0	-1.02
43159080817	1	-1.68
43170817384	0	-1.06
43134169048	0	-1.48
43158229519	1	-0.46
43151685254	0	-1.98
43139413614	0	-1.98
43143985599	0	-1.26
43143368503	0	-1.84
43139912894	0	-0.52
43173422927	1	-1.5
43137476703	0	-1.84
43150349976	0	-1.54
43151476768	0	-1.24
43167192980	1	-1.04
43166585457	0	-1.46
43138231560	0	-1.0
43172575866	0	-1.64
43150183469	0	-1.22
43135488561	0	-0.06
43134899144	0	-1.68
43146466903	0	-1.5
43157964343	0	-1.38
43139190884	0	-1.12
43131822011	0	-1.32
43174969508	0	-1.78
43146883313	0	-1.62
43154450848	0	-1.34
43169893566	0	-1.26
43145163455	0	-1.06
43146507117	0	-1.46
43150216800	0	-1.46
43160810688	0	-1.5
43132557539	0	-1.2
43162097235	1	-1.6
43172167353	0	-1.42
43165786795	0	-2.0
43174914066	0	-1.98
43138742252	0	-1.72
43147628255	0	-1.68
43164812788	0	-2.58
43132977868	0	-1.34
43144508937	0	-1.44
43168005363	0	-1.66
43143248009	0	-1.3
43170933181	0	-1.0
43132484672	0	-1.4
43132979718	0	-1.56
43149306013	0	-1.1
43139248630	0	-1.32
43135647527	1	-1.3
43138270294	0	-1.18
43149022490	0	-1.28
43171747306	0	-1.34
43150372901	0	-1.5
43163527486	0	-1.52
43167206686	0	-1.02
43138575194	0	-1.32
43144889030	0	-1.32
43136714592	0	-1.56
43172740852	0	-2.08
43136402186	0	-1.56
43155369907	0	-1.62
43162227905	0	-1.74
43166644203	0	-1.66
43170935520	0	-1.94
43144881330	0	-1.42
43168549348	0	-2.06
43171033883	0	-1.14
43173834178	0	-1.5
43142333841	0	-1.22
43147465610	0	-2.06
43135092543	0	-1.28
43169563377	0	-1.84
43140481188	0	-1.3
43138132292	0	-1.56
43153992139	0	-1.28
43143530961	0	-1.0
43160903364	0	-1.94
43150533796	0	-1.48
43134203365	1	-0.9
43170788421	0	-1.26
43151995173	0	-1.34
43161829721	0	-2.04
43153118813	0	-1.58
43156343337	0	-1.34
43159832787	0	-1.24
43161494442	0	-1.5
43143186506	0	-1.4
43162550253	1	-1.16
43138000403	0	-1.24
43169383512	0	-1.1
43131599525	0	-1.4
43161023975	0	-1.18
43161594773	0	-1.96
43159299984	0	-1.5
43147588594	0	-1.5
43158547902	1	-1.3
43153851488	0	-1.6
43150746927	1	-1.68
43151777446	1	-0.9
43142479062	0	-1.16
43169631405	0	-1.38
43139713101	0	-1.42
43160343179	0	-1.54
43138893115	0	-1.38
43170400742	0	-1.94
43148420949	0	-1.44
43136565187	0	-1.58
43160756179	0	-1.26
43171369910	0	-1.38
43139461700	0	-1.34
43153747603	0	-1.06
43141188877	0	-1.36
43161225080	0	-2.56
43164076469	0	-1.58
43144311097	0	-1.5
43147175615	0	-1.42
43156073745	0	-1.44
43152192642	0	-1.32
43153859644	0	-1.24
43162294955	0	-1.26
43157828688	0	-1.66
43149988558	0	-1.58
43170792893	0	-1.34
43163648221	0	-1.5
43160193256	0	-1.7
43142009653	0	-1.7
43154324985	0	-1.54
43165028962	0	-1.34
43145106285	0	-1.52
43151473763	0	-1.78
43158936290	0	-1.4
43157042206	0	-1.18
43172677416	0	-1.66
43144038236	0	-1.2
43175028573	0	-1.7
43140655243	0	-1.5
43163912949	0	-1.42
43153210218	0	-1.06
43147244208	0	-1.88
43143836207	1	-1.24
43169801242	0	-1.52
43172359226	0	-1.54
43145952399	0	-1.26
43154554796	0	-1.28
43164590921	1	-1.42
43135203874	0	-1.2
43144240776	0	-1.36
43154037115	0	-1.26
43157435131	0	-1.58
43140126965	0	-1.42
43164160376	0	-1.76
43153806072	0	-1.5
43142594068	0	-1.42
43162563403	0	-1.56
43163653623	0	-1.28
43138422585	0	-1.26
43168244066	0	-1.3
43161073028	0	-1.38
43151415885	0	-1.76
43140888106	0	-1.72
43153915353	0	-1.74
43150074857	0	-1.26
43172343390	0	-1.64
43144992316	0	-1.32
43144372073	0	-1.4
43149046931	0	-1.52
43155531766	0	-1.5
43163628849	0	-1.52
43169456616	1	-1.42
43133894533	0	-1.58
43143000834	0	-1.26
43140383619	0	-1.42
43143716621	0	-1.36
43152504471	0	-1.34
43172028260	0	-1.36
43135114819	0	-1.64
43134974129	0	-1.16
43160572782	0	-1.98
43153868702	0	-1.86
43145966179	0	-1.5
43143509516	0	-1.42
43175069356	0	-1.4
43148079139	0	-1.3
43148515383	0	-1.56
43146198852	0	-1.24
43170050758	0	-1.68
43168991255	0	-1.14
