R	P	FP	R_stdev	P_stdev	FP_stdev	ClassifierOutput
0.532394366197183	0.921951219512195	0.0028347989023554	0.0105398799627447	0.0182519872525581	0.000663734297327366	13.6792140885971
0.53943661971831	0.92289156626506	0.0028347989023554	0.0105398799627468	0.0180320837916766	0.000663734297327366	13.449042521107
0.546478873239437	0.923809523809524	0.0028347989023554	0.0105398799627489	0.0178174161274999	0.000663734297327366	13.2326997982196
0.552112676056338	0.92235294117647	0.00292341210572271	0.0114423076121643	0.0191153844815001	0.000720563793278641	12.9492799908067
0.557746478873239	0.92093023255814	0.00301202530909001	0.0129086639294562	0.0213143055579337	0.000812834264415363	12.7521737015524
0.561971830985916	0.917241379310345	0.00318913408767855	0.0136554362180755	0.0222881832524875	0.000859720264222689	12.5455339008796
0.567605633802817	0.915909090909091	0.00327774729104585	0.0151694783299509	0.0244780218506151	0.000955005937152441	12.2449065706131
0.573239436619718	0.914606741573034	0.00336636049441315	0.0170183746106955	0.027152912300217	0.00107134128351605	11.9733964707136
0.57887323943662	0.913333333333333	0.00345493445366913	0.0163039956377308	0.0257240820061984	0.0010264163637382	11.5443350056253
0.583098591549296	0.90989010989011	0.00363200398814635	0.0150381383831423	0.0234661060484227	0.000946623459751831	10.956924397194
0.588732394366197	0.908695652173913	0.00372061719151365	0.0164252166052037	0.0253519647601912	0.00103394784144711	10.7962664366805
0.594366197183099	0.90752688172043	0.00380923039488095	0.0181466179249651	0.027707739197255	0.00114228661097024	10.0421983232874
0.598591549295775	0.904255319148936	0.00398645680161555	0.0213602125184551	0.0322675550810722	0.00134453301424078	9.7838676895607
0.6	0.896842105263158	0.00434075274282738	0.0196174482777245	0.0293229226888082	0.00123494975348542	9.34030886477458
0.604225352112676	0.89375	0.00451786152141592	0.0169014084507063	0.0249999999999993	0.00106406612101422	8.80451187717566
0.608450704225352	0.890721649484536	0.00469493105589313	0.0158098199441156	0.0231442724955042	0.000995102537798313	8.2728167881749
0.612676056338028	0.887755102040816	0.00487203983448167	0.0172499277660805	0.0249947932937081	0.00108544876598378	7.80719909227976
0.619718309859155	0.888888888888889	0.00487203983448167	0.0172499277660805	0.0247423206341735	0.00108544876598378	7.67304446350274
0.626760563380282	0.89	0.00487203983448167	0.0172499277660779	0.0244948974278304	0.00108544876598378	7.13726792266976
0.632394366197183	0.889108910891089	0.00496061379373765	0.0169014084507024	0.0237623762376175	0.00106350520396049	6.97237702824765
0.638028169014085	0.888235294117647	0.00504918775299363	0.0170183746106942	0.0236922470070456	0.0010708176241511	6.79522944280367
0.642253521126761	0.885436893203883	0.00522641415972824	0.0156838432755785	0.0216223858750736	0.000987180500455104	6.59708193779832
0.646478873239437	0.882692307692308	0.00540364056646284	0.018578740786298	0.0253671268428327	0.00116951523425651	6.4228536785829
0.650704225352113	0.88	0.00558071010094006	0.0181466179249651	0.0245411404318533	0.00114195402364165	6.29055895664573
0.654929577464789	0.877358490566038	0.0057578188795286	0.0194141531719571	0.026007639154883	0.00122145233157676	5.91097583117152
0.66056338028169	0.876635514018692	0.00584639283878458	0.0196174482777245	0.0260343706115566	0.00123419470394523	5.50279359650858
0.664788732394366	0.874074074074074	0.00602361924551918	0.0220906861145886	0.0290451613728888	0.00139006939293465	5.17382373822765
0.670422535211268	0.873394495412844	0.00611223244888648	0.0237356331638789	0.0309216505437665	0.00149366953837504	4.50880902993108
0.674647887323944	0.870909090909091	0.00628934122747502	0.0245571771467097	0.0317010832257504	0.00154515326581067	3.89445338478494
0.67887323943662	0.868468468468468	0.00646645000606356	0.0258173278589039	0.0330275725762558	0.00162420785842285	3.68766805276436
0.681690140845071	0.864285714285714	0.00673213274390808	0.0272381402898765	0.0345340707246696	0.00171334281403352	3.54015591294776
0.684507042253521	0.860176991150442	0.00699793310989866	0.0296778978953623	0.0372943495676205	0.00186708051984982	3.25529483978485
0.687323943661972	0.856140350877193	0.00726373347588925	0.0323023801159982	0.0402362980392274	0.00203239649834541	2.85195708377684
0.692957746478873	0.855652173913043	0.00735234667925655	0.03380281690141	0.0417391304347827	0.00212689969265928	2.52583294867281
0.695774647887324	0.851724137931034	0.00761806866121239	0.0362932358499338	0.044427926643883	0.00228350931987712	2.12710587652552
0.7	0.84957264957265	0.00779529506794699	0.0349568271718066	0.0424262346871478	0.00219964762811177	1.45555641978684
0.705633802816901	0.849152542372881	0.0078839082713143	0.0325470986149085	0.0391668474857369	0.0020481781503973	0.789678818765137
0.712676056338028	0.850420168067227	0.0078839082713143	0.0325470986149058	0.038837714313584	0.0020481781503973	0.383138618771567
0.716901408450704	0.848333333333333	0.00806109543393758	0.0300102475389607	0.0355121262544376	0.00188870613028315	0.101895146364313
0.719718309859155	0.844628099173554	0.00832689579992816	0.0290017750450364	0.0340351409619382	0.00182549932135948	-0.595357874470425
0.723943661971831	0.842622950819672	0.0085040045785167	0.0261228690013961	0.0304053065426083	0.00164426023974102	-0.716292051617572
0.726760563380282	0.839024390243903	0.00876980494450728	0.0253521126760579	0.029268292682927	0.00159605773490868	-1.00033433206461
0.730985915492958	0.837096774193548	0.0089468744789845	0.0249578100657313	0.0285807179784965	0.00157080662793065	-1.07756786744096
0.736619718309859	0.8368	0.00903544843824048	0.0254302395567182	0.0288887521364272	0.00160044286698493	-1.23183349281101
0.742253521126761	0.836507936507936	0.00912406164160778	0.0229711358173257	0.0258881054449223	0.00144596973803876	-1.45614302514982
0.743661971830986	0.831496062992126	0.00947839682693092	0.0225352112676053	0.0251968503937013	0.00141868577457499	-1.82146523956366
0.747887323943662	0.8296875	0.0096555839895542	0.0245571771467097	0.0272431183971282	0.00154593431824961	-2.77877232951386
0.752112676056338	0.827906976744186	0.00983277115217748	0.0228846152243228	0.0251908167585568	0.00144087209845177	-3.22745775828512
0.753521126760563	0.823076923076923	0.0101870670933893	0.021360212518454	0.0233319244432399	0.00134487598863104	-3.42515650470499
0.756338028169014	0.819847328244275	0.0104527890753451	0.019208706615473	0.0208216514457752	0.00120954752798593	-3.73766860735791
0.759154929577465	0.816666666666667	0.010718511057301	0.0174784135859033	0.0188025358272606	0.00110066495414634	-3.90354307922007
0.761971830985915	0.813533834586466	0.0109843506674029	0.0180369696829125	0.0192575165035531	0.00113663820167241	-4.16688427948299
0.763380281690141	0.808955223880597	0.0113387642367608	0.0192087066154754	0.020355495070127	0.00121096127870718	-4.50174405832002
0.770422535211268	0.81037037037037	0.0113387642367608	0.0192087066154754	0.0202047136251645	0.00121096127870718	-4.61596569394872
0.770422535211268	0.804411764705882	0.0117816733813399	0.0192087066154754	0.020056149554389	0.00121106844688466	-4.92523120945262
0.773239436619718	0.801459854014599	0.0120473561191844	0.020116699798717	0.0208508859227518	0.00126761824806002	-5.34526908688665
0.773239436619718	0.795652173913043	0.0124902652637635	0.020116699798717	0.0206997925465028	0.001267698778341	-5.66882685614652
0.776056338028169	0.792805755395684	0.0127559872457194	0.01803696968291	0.0184262567983649	0.00113696066151319	-5.97060457074419
0.776056338028169	0.787142857142857	0.0131988963902985	0.01803696968291	0.0182946406783822	0.00113704137711775	-6.44296565826225
0.77887323943662	0.784397163120567	0.013464579128143	0.0192087066154777	0.0193449385772867	0.00121002355769158	-6.670350144353
0.784507042253521	0.784507042253521	0.013553153087399	0.0197183098591594	0.0197183098591594	0.00124192333462188	-7.1266389926791
0.787323943661972	0.781818181818182	0.0138188750693549	0.021545152874338	0.0213944874696221	0.00135659411263915	-7.25960447990249
0.790140845070422	0.779166666666667	0.0140846754353454	0.02154515287434	0.0212459146399679	0.00135710613683354	-7.57501539418444
0.794366197183099	0.777931034482759	0.0142617449698227	0.0215451528743318	0.0210993910907304	0.00135618508405246	-7.79368336820148
0.797183098591549	0.775342465753425	0.0145275453358132	0.0245571771467061	0.023884377772826	0.00154605575875391	-8.04078546483779
0.798591549295775	0.771428571428571	0.0148818412770251	0.0229711358173237	0.0221898046670743	0.00144606291559677	-8.33918731854768
0.8	0.767567567567568	0.0152361372182369	0.0216370302756819	0.0207598533726192	0.00136186284249714	-8.71741323135392
0.802816901408451	0.76510067114094	0.0155019768283388	0.021360212518454	0.0203567126014781	0.00134550825072356	-8.82776217999304
0.802816901408451	0.76	0.0159448859729179	0.021360212518454	0.0202210011841378	0.00134556117833833	-9.07718126365875
0.804225352112676	0.756291390728477	0.0162991819141297	0.0201166997987126	0.0189176912014341	0.00126708987009591	-9.5588842905621
0.807042253521127	0.753947368421053	0.0165649038960856	0.0216370302756819	0.0202135414417577	0.00136245891641583	-9.9916188554312
0.808450704225352	0.750326797385621	0.0169193174654434	0.0224470104936771	0.02083317313792	0.00141432101961839	-10.1570644112559
0.812676056338028	0.749350649350649	0.017096426244032	0.019208706615473	0.017711924281807	0.0012102987054329	-10.450024572408
0.815492957746479	0.747096774193548	0.0173621482259878	0.0210797599254894	0.0193117800607714	0.00132764120101021	-10.6446396080466
0.816901408450704	0.743589743589744	0.0177164441671997	0.0199185008784933	0.018130943107344	0.00125426435425849	-10.8912183180162
0.819718309859155	0.74140127388535	0.0179821269050442	0.0211736568709455	0.0191506960234064	0.00133235148776384	-11.0248142492708
0.82112676056338	0.737974683544304	0.018336422846256	0.0202150705554966	0.0181679748030465	0.00127160481184043	-11.4228830581752
0.822535211267606	0.734591194968554	0.0186907187874678	0.0191051548820458	0.0170624653663506	0.00120126475398095	-11.6199705379114
0.825352112676056	0.7325	0.0189565583975697	0.0185787407863028	0.0164886324478455	0.00116964044980581	-11.9557378567962
0.828169014084507	0.730434782608696	0.0192222411354142	0.0202150705554988	0.0178294411110663	0.00127159730165109	-12.2129248447867
0.830985915492958	0.728395061728395	0.0194879631173701	0.0222695609871042	0.0195202324701712	0.00140057538190941	-12.2711722955358
0.832394366197183	0.725153374233129	0.0198422590585819	0.0210797599254915	0.0183639626344706	0.0013252031709911	-12.6431198181751
0.833802816901408	0.721951219512195	0.0201965549997937	0.020215070555501	0.0175032927980585	0.00127022769125125	-12.8167115075212
0.833802816901408	0.717575757575758	0.0206394641443729	0.020215070555501	0.0173972122356473	0.00127019402961439	-13.1464128219232
0.836619718309859	0.71566265060241	0.0209051861263287	0.0185787407863004	0.0158926577810526	0.00116665446436117	-13.3114445918943
0.838028169014085	0.712574850299401	0.0212594820675405	0.0178156487896777	0.0151486354978119	0.0011178917708549	-13.6282814910675
0.83943661971831	0.709523809523809	0.0216137780087523	0.0169014084506971	0.0142857142857151	0.00105949104979148	-13.7103816644944
0.840845070422535	0.706508875739645	0.0219680739499642	0.016425216605201	0.0138010695736012	0.0010286512805871	-13.796408061346
0.842253521126761	0.703529411764706	0.022322487519322	0.0158098199441184	0.0132058496003831	0.000991686957724018	-13.9835715210216
0.843661971830986	0.700584795321637	0.0226768227046452	0.0150381383831496	0.0124878108210909	0.000943144066115555	-14.2571361360961
0.846478873239437	0.698837209302326	0.0229426230706358	0.0174784135859058	0.0144298530767312	0.00109822581073491	-14.3881053829234
0.847887323943662	0.695953757225434	0.0232969582559589	0.0170183746106994	0.0139688392758331	0.00106940899873777	-14.4942358915074
0.849295774647887	0.693103448275862	0.023651293441282	0.0170183746106916	0.0138885585903369	0.00106955509318135	-14.7382143376853
0.849295774647887	0.689142857142857	0.0240942025858612	0.0170183746106916	0.0138091953983889	0.00106953502131434	-14.9262097192723
0.849295774647887	0.685227272727273	0.0245371117304403	0.0170183746106916	0.013730734060904	0.00106951499794662	-15.0188893944502
0.850704225352113	0.682485875706215	0.0248914076716521	0.0156838432755728	0.0125825183340834	0.000984627470150444	-15.151366868316
0.850704225352113	0.678651685393258	0.0253343168162312	0.0156838432755728	0.0125118300288363	0.000984591707855262	-15.40262990014
0.852112676056338	0.675977653631285	0.0256887303855891	0.0154288044367674	0.0122396102235812	0.000970799580436498	-15.6519740211108
0.854929577464789	0.674444444444444	0.0259545307515797	0.0181466179249602	0.0143156652519172	0.00114300675701875	-15.8340073524221
0.859154929577465	0.674033149171271	0.026131717914203	0.0160588088042152	0.0125986234817569	0.00101239036665177	-16.0175854663271
0.861971830985915	0.672527472527472	0.0263975182801936	0.0158098199441156	0.012335134242113	0.000998132913974716	-16.1616918122099
0.861971830985915	0.668852459016393	0.0268404274247727	0.0158098199441156	0.0122677291369679	0.00099819513527343	-16.2669280901267
0.863380281690141	0.666304347826087	0.0271947233659845	0.0181466179249651	0.0140044551377444	0.00114408079239502	-16.3800877543463
0.863380281690141	0.662702702702703	0.0276376325105636	0.0181466179249651	0.0139287553802464	0.00114412301822784	-16.4851128428378
0.863380281690141	0.659139784946236	0.0280805416551428	0.0181466179249651	0.0138538695986291	0.00114416528818928	-16.7000667894461
0.864788732394366	0.65668449197861	0.0284348768404659	0.0174784135859058	0.0132723782310118	0.00110251250769338	-16.9770802247074
0.869014084507042	0.656382978723404	0.0286120640030892	0.0197183098591549	0.0148936170212723	0.00124360460630418	-17.1357866822955
0.869014084507042	0.652910052910053	0.0290549731476683	0.0197183098591549	0.0148148148148164	0.00124365475662669	-17.3365158595854
0.869014084507042	0.649473684210526	0.0294978822922474	0.0197183098591549	0.0147368421052634	0.0012437049469572	-17.4705104691043
0.871830985915493	0.648167539267016	0.0297636042742033	0.0174784135858982	0.0129944226659632	0.00110265400716933	-17.9602539680852
0.874647887323944	0.646875	0.0300293262561591	0.016303995637739	0.0120581634404071	0.00102837592506164	-18.2750420473899
0.874647887323944	0.643523316062176	0.0304722354007382	0.016303995637739	0.0119956859096268	0.00102841651844917	-18.4893033441865
0.876056338028169	0.641237113402062	0.0308265705860614	0.016425216605201	0.0120225812264822	0.00103629949487373	-18.6925997605045
0.877464788732394	0.638974358974359	0.0311808665272732	0.0145008875225144	0.0105596206574198	0.000914599468087682	-18.7429711229794
0.880281690140845	0.637755102040816	0.0314466668932638	0.0172499277660805	0.0124973966468549	0.00108875971588273	-18.9881504233735
0.880281690140845	0.634517766497462	0.0318895760378429	0.0172499277660805	0.0124339580851917	0.00108881096919942	-19.1771325013747
0.880281690140845	0.631313131313131	0.032332485182422	0.0172499277660805	0.0123711603170868	0.00108886226811133	-19.2809836879657
0.880281690140845	0.628140703517588	0.0327753943270012	0.0172499277660805	0.0123089936823256	0.00108891361261153	-19.3984133710428
0.88169014084507	0.626	0.033129807896359	0.0180369696829125	0.012806248474866	0.00114071509792893	-19.4780759158808
0.88169014084507	0.622885572139304	0.0335727170409382	0.0180369696829125	0.0127425357958841	0.00114079765570166	-19.7371480724226
0.883098591549296	0.620792079207921	0.03392701298215	0.0170183746106942	0.0119634118550443	0.00107618181672156	-19.8751194478216
0.884507042253521	0.61871921182266	0.0342813481674731	0.0170183746106942	0.0119044787917219	0.00107652196177473	-19.9337903057202
0.884507042253521	0.615686274509804	0.0347242573120522	0.0170183746106942	0.0118461235035219	0.00107659991315208	-20.1428178157231
0.884507042253521	0.612682926829268	0.0351671664566314	0.0170183746106942	0.0117883375352138	0.00107667790743606	-20.2163620907968
0.884507042253521	0.609708737864078	0.0356100756012105	0.0170183746106942	0.0117311125957171	0.00107675594461782	-20.386127318867
0.885915492957746	0.607729468599034	0.0359643715424223	0.0150381383831467	0.0103160176348077	0.000951875419979807	-20.5232775728173
0.888732394366197	0.606730769230769	0.0362300935243782	0.0136554362180657	0.00932246126425975	0.000864561719238375	-20.6681425944726
0.888732394366197	0.603827751196172	0.0366730026689573	0.0136554362180657	0.00927785618644419	0.000864630958605422	-20.9483635506335
0.888732394366197	0.600952380952381	0.0371159118135364	0.0136554362180657	0.00923367591888841	0.000864700252880947	-21.1636719270885
0.888732394366197	0.598104265402844	0.0375588209581155	0.0136554362180657	0.00918991442164447	0.000864769602051249	-21.3899970364335
0.888732394366197	0.595283018867925	0.0380017301026947	0.0136554362180657	0.00914656576870927	0.000864839006104526	-21.6121477245866
0.888732394366197	0.592488262910798	0.0384446392472738	0.0136554362180657	0.00910362414537497	0.000864908465026664	-21.7730167460341
0.890140845070422	0.590654205607477	0.0387990528166317	0.0145008875225236	0.00962208424391871	0.000921351482096049	-21.8899794596571
0.890140845070422	0.587906976744186	0.0392419619612108	0.0145008875225236	0.00957733036370914	0.000921458213785207	-22.0618772244344
0.891549295774648	0.586111111111111	0.0395962579024226	0.0130614345006989	0.00858668379212878	0.000830531463224762	-22.2116169603626
0.892957746478873	0.584331797235023	0.0399506714717805	0.0143634352495583	0.00939911431077727	0.00091534159115647	-22.3646551118262
0.892957746478873	0.581651376146789	0.0403935806163596	0.0143634352495583	0.0093559991075072	0.000915475699912851	-22.47207355725
0.892957746478873	0.578995433789954	0.0408364897609387	0.0143634352495583	0.00931327765039762	0.000915609846117452	-22.578764324653
0.892957746478873	0.576363636363636	0.0412793989055179	0.0143634352495583	0.0092709445701654	0.000915744029754193	-22.7185928345493
0.892957746478873	0.573755656108597	0.041722308050097	0.0143634352495583	0.00922899459474258	0.000915878250806435	-22.8004536558876
0.894366197183099	0.572072072072072	0.0420766039913088	0.0160588088042097	0.0102718506765639	0.00102011726027692	-22.9442925956363
0.894366197183099	0.569506726457399	0.0425195131358879	0.0160588088042097	0.0102257885659151	0.00102022422739903	-22.9834388205231
0.894366197183099	0.566964285714286	0.042962422280467	0.0160588088042097	0.0101801377240917	0.0010203312345397	-23.1847469152407
0.895774647887324	0.565333333333333	0.0433168358498249	0.0174784135859008	0.0110308210186564	0.00111210230551468	-23.337440890679
0.895774647887324	0.56283185840708	0.0437597449944041	0.0174784135859008	0.0109820120760994	0.00111223488154847	-23.4088198952027
0.898591549295775	0.562114537444934	0.0440254277322486	0.0145008875225113	0.00907103977179645	0.000924670610940272	-23.4804274824902
0.898591549295775	0.559649122807018	0.0444683368768277	0.0145008875225113	0.00903125450964253	0.000924800106952698	-23.6122479971897
0.898591549295775	0.557205240174672	0.0449112460214068	0.0145008875225113	0.00899181671702277	0.000924929641351388	-23.6720187340764
0.9	0.555652173913044	0.04526558120673	0.0143634352495552	0.00886786002363284	0.000916953364220906	-23.7548602916665
0.9	0.553246753246753	0.0457084903513091	0.0143634352495552	0.0088294710192112	0.000917087921274259	-23.8806134445401
0.9	0.550862068965517	0.0461513994958882	0.0143634352495552	0.00879141295446731	0.000917222515580759	-24.1906422489945
0.901408450704225	0.549356223175966	0.0465056954371	0.0160588088042124	0.00978691352016467	0.00102118873079768	-24.3192756661351
0.901408450704225	0.547008547008547	0.0469486045816791	0.0160588088042124	0.00974508910340813	0.00102129609753305	-24.4070805777119
0.901408450704225	0.54468085106383	0.0473915137262583	0.0160588088042124	0.00970362063914128	0.00102140350416009	-24.5540543673517
0.901408450704225	0.542372881355932	0.0478344228708374	0.0160588088042124	0.00966250360253655	0.00102151095066691	-24.6740142960638
0.902816901408451	0.540928270042194	0.0481887580561605	0.0163039956377254	0.0097686387365294	0.00103724976367833	-24.7129887677206
